site,month,surfWaterNitrateMean
LEWI,Feb,209.2
LEWI,Feb,208.9
LEWI,Feb,208.9
LEWI,Feb,208.7
LEWI,Feb,208.8
LEWI,Feb,208.9
LEWI,Feb,208.7
LEWI,Feb,208.9
LEWI,Feb,209.1
LEWI,Feb,209.2
LEWI,Feb,209.2
LEWI,Feb,209.3
LEWI,Feb,209.4
LEWI,Feb,209.4
LEWI,Feb,209.4
LEWI,Feb,209.4
LEWI,Feb,209.2
LEWI,Feb,209.4
LEWI,Feb,209.4
LEWI,Feb,209.2
LEWI,Feb,209.3
LEWI,Feb,209.3
LEWI,Feb,209.4
LEWI,Feb,209.2
LEWI,Feb,209.1
LEWI,Feb,209
LEWI,Feb,209
LEWI,Feb,209.1
LEWI,Feb,209.2
LEWI,Feb,209.1
LEWI,Feb,209.1
LEWI,Feb,209.2
LEWI,Feb,209.2
LEWI,Feb,209.3
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,NA
LEWI,Feb,212.3
LEWI,Feb,215.2
LEWI,Feb,213.5
LEWI,Feb,209.9
LEWI,Feb,195.6
LEWI,Feb,177.9
LEWI,Feb,169.4
LEWI,Feb,170
LEWI,Feb,175.9
LEWI,Feb,183.8
LEWI,Feb,189.9
LEWI,Feb,194.9
LEWI,Feb,198.8
LEWI,Feb,201.5
LEWI,Feb,203.8
LEWI,Feb,205.1
LEWI,Feb,206
LEWI,Feb,206.6
LEWI,Feb,206.9
LEWI,Feb,207
LEWI,Feb,207.2
LEWI,Feb,207.2
LEWI,Feb,207.2
LEWI,Feb,207.1
LEWI,Feb,207.2
LEWI,Feb,207.1
LEWI,Feb,207.2
LEWI,Feb,207.2
LEWI,Feb,207
LEWI,Feb,206.8
LEWI,Feb,206.5
LEWI,Feb,206.2
LEWI,Feb,206.1
LEWI,Feb,205.9
LEWI,Feb,205.6
LEWI,Feb,205.5
LEWI,Feb,205.5
LEWI,Feb,205.5
LEWI,Feb,205.4
LEWI,Feb,205.2
LEWI,Feb,205.1
LEWI,Feb,203.9
LEWI,Feb,203.2
LEWI,Feb,203.2
LEWI,Feb,203.7
LEWI,Feb,204.1
LEWI,Feb,204.6
LEWI,Feb,204.9
LEWI,Feb,204.9
LEWI,Feb,204.9
LEWI,Feb,205
LEWI,Feb,204.9
LEWI,Feb,204.8
LEWI,Feb,204.8
LEWI,Feb,204.6
LEWI,Feb,204.7
LEWI,Feb,204.7
LEWI,Feb,204.6
LEWI,Feb,204.8
LEWI,Feb,204.7
LEWI,Feb,204.6
LEWI,Feb,204.7
LEWI,Feb,204.6
LEWI,Feb,204.6
LEWI,Feb,204.7
LEWI,Feb,204.7
LEWI,Feb,204.6
LEWI,Feb,204.7
LEWI,Feb,204.7
LEWI,Feb,204.7
LEWI,Feb,204.8
LEWI,Feb,204.7
LEWI,Feb,204.3
LEWI,Feb,205
LEWI,Feb,211.2
LEWI,Feb,212.7
LEWI,Feb,211
LEWI,Feb,206.6
LEWI,Feb,191.6
LEWI,Feb,174.2
LEWI,Feb,167.4
LEWI,Feb,169
LEWI,Feb,175.2
LEWI,Feb,181.9
LEWI,Feb,187.9
LEWI,Feb,192.2
LEWI,Feb,195.4
LEWI,Feb,197.3
LEWI,Feb,198.8
LEWI,Feb,199.5
LEWI,Feb,200.2
LEWI,Feb,200.5
LEWI,Feb,200.5
LEWI,Feb,200.6
LEWI,Feb,200.5
LEWI,Feb,200.5
LEWI,Feb,200.4
LEWI,Feb,200.4
LEWI,Feb,200.4
LEWI,Feb,200.3
LEWI,Feb,200.2
LEWI,Feb,200.1
LEWI,Feb,200.1
LEWI,Feb,200.3
LEWI,Feb,200.5
LEWI,Feb,200.9
LEWI,Feb,201.2
LEWI,Feb,201.6
LEWI,Feb,201.4
LEWI,Feb,201.4
LEWI,Feb,201.1
LEWI,Feb,201
LEWI,Feb,200.6
LEWI,Feb,200.6
LEWI,Feb,200.3
LEWI,Feb,200.9
LEWI,Feb,206.6
LEWI,Feb,207.4
LEWI,Feb,205.7
LEWI,Feb,200.2
LEWI,Feb,184.1
LEWI,Feb,168.7
LEWI,Feb,164.1
LEWI,Feb,166.7
LEWI,Feb,173
LEWI,Feb,179.5
LEWI,Feb,184.9
LEWI,Feb,188.8
LEWI,Feb,191.8
LEWI,Feb,193.9
LEWI,Feb,195.2
LEWI,Feb,196.3
LEWI,Feb,197
LEWI,Feb,197.4
LEWI,Feb,198
LEWI,Feb,198.3
LEWI,Feb,198.5
LEWI,Feb,198.8
LEWI,Feb,198.8
LEWI,Feb,199.2
LEWI,Feb,199.4
LEWI,Feb,199.6
LEWI,Feb,199.8
LEWI,Feb,199.8
LEWI,Feb,200.2
LEWI,Feb,200.3
LEWI,Feb,200.4
LEWI,Feb,200.4
LEWI,Feb,199.6
LEWI,Feb,200.6
LEWI,Feb,200.8
LEWI,Feb,200.9
LEWI,Feb,200.8
LEWI,Feb,200.9
LEWI,Feb,201
LEWI,Feb,201
LEWI,Feb,201.1
LEWI,Feb,200.9
LEWI,Feb,201.1
LEWI,Feb,201.2
LEWI,Feb,201.3
LEWI,Feb,201.3
LEWI,Feb,201.7
LEWI,Feb,202.2
LEWI,Feb,202.5
LEWI,Feb,202.7
LEWI,Feb,202.4
LEWI,Feb,202.3
LEWI,Feb,201.9
LEWI,Feb,201.8
LEWI,Feb,201.1
LEWI,Feb,200.7
LEWI,Feb,200.2
LEWI,Feb,200
LEWI,Feb,199.5
LEWI,Feb,199.3
LEWI,Feb,199.1
LEWI,Feb,198.8
LEWI,Feb,198.4
LEWI,Feb,198.6
LEWI,Feb,198.3
LEWI,Feb,198
LEWI,Feb,197.8
LEWI,Feb,197.7
LEWI,Feb,197.4
LEWI,Feb,197.2
LEWI,Feb,197.7
LEWI,Feb,202.9
LEWI,Feb,204.5
LEWI,Feb,203.1
LEWI,Feb,199.6
LEWI,Feb,186.5
LEWI,Feb,168.2
LEWI,Feb,161.4
LEWI,Feb,162.1
LEWI,Feb,167.7
LEWI,Feb,174.2
LEWI,Feb,180.3
LEWI,Feb,184.6
LEWI,Feb,187.9
LEWI,Feb,190.3
LEWI,Feb,192
LEWI,Feb,192.6
LEWI,Feb,193.8
LEWI,Feb,194.1
LEWI,Feb,194.2
LEWI,Feb,194.4
LEWI,Feb,194.4
LEWI,Feb,194.4
LEWI,Feb,194.3
LEWI,Feb,194.4
LEWI,Feb,194.3
LEWI,Feb,194.1
LEWI,Feb,194.2
LEWI,Feb,194.4
LEWI,Feb,194.2
LEWI,Feb,194.2
LEWI,Feb,194.2
LEWI,Feb,194
LEWI,Feb,194.1
LEWI,Feb,194
LEWI,Feb,194
LEWI,Feb,194.1
LEWI,Feb,194
LEWI,Feb,193.7
LEWI,Feb,193.8
LEWI,Feb,193.7
LEWI,Feb,194.1
LEWI,Feb,196.8
LEWI,Feb,200.9
LEWI,Feb,199.9
LEWI,Feb,197.8
LEWI,Feb,189.8
LEWI,Feb,171.5
LEWI,Feb,160.1
LEWI,Feb,159.3
LEWI,Feb,164.3
LEWI,Feb,171.6
LEWI,Feb,178
LEWI,Feb,182.9
LEWI,Feb,186.3
LEWI,Feb,189
LEWI,Feb,190.8
LEWI,Feb,192.3
LEWI,Feb,193
LEWI,Feb,193.4
LEWI,Feb,193.8
LEWI,Feb,193.9
LEWI,Feb,194
LEWI,Feb,194.1
LEWI,Feb,194.2
LEWI,Feb,194.2
LEWI,Feb,194.6
LEWI,Feb,194.8
LEWI,Feb,194.5
LEWI,Feb,194.7
LEWI,Feb,194.5
LEWI,Feb,194.5
LEWI,Feb,194.5
LEWI,Feb,194.5
LEWI,Feb,194.5
LEWI,Feb,194.6
LEWI,Feb,194.6
LEWI,Feb,194.5
LEWI,Feb,194.4
LEWI,Feb,194.6
LEWI,Feb,194.6
LEWI,Feb,194.5
LEWI,Feb,194.3
LEWI,Feb,194.3
LEWI,Feb,194.5
LEWI,Feb,194.5
LEWI,Feb,193.9
LEWI,Feb,194
LEWI,Feb,194.5
LEWI,Feb,194.4
LEWI,Feb,194.1
LEWI,Feb,194
LEWI,Feb,193.9
LEWI,Feb,193.9
LEWI,Feb,193.9
LEWI,Feb,194
LEWI,Feb,194.1
LEWI,Feb,194.1
LEWI,Feb,188.9
LEWI,Feb,193.7
LEWI,Feb,194.3
LEWI,Feb,193.8
LEWI,Feb,193.7
LEWI,Feb,193.6
LEWI,Feb,193.7
LEWI,Feb,193.7
LEWI,Feb,193.7
LEWI,Feb,193.5
LEWI,Feb,193.5
LEWI,Feb,193.7
LEWI,Feb,193.6
LEWI,Feb,193.6
LEWI,Feb,193.5
LEWI,Feb,193.6
LEWI,Feb,193.6
LEWI,Feb,193.8
LEWI,Feb,193.9
LEWI,Feb,194.4
LEWI,Feb,199.3
LEWI,Feb,201.8
LEWI,Feb,200.9
LEWI,Feb,198.7
LEWI,Feb,190.1
LEWI,Feb,171.4
LEWI,Feb,160.6
LEWI,Feb,159.5
LEWI,Feb,163.9
LEWI,Feb,171.2
LEWI,Feb,177.5
LEWI,Feb,183.1
LEWI,Feb,187.1
LEWI,Feb,189.9
LEWI,Feb,191.6
LEWI,Feb,192.7
LEWI,Feb,193.6
LEWI,Feb,193.7
LEWI,Feb,194.2
LEWI,Feb,194.5
LEWI,Feb,194.7
LEWI,Feb,195.2
LEWI,Feb,195.6
LEWI,Feb,195.6
LEWI,Feb,195.8
LEWI,Feb,196
LEWI,Feb,196.1
LEWI,Feb,196
LEWI,Feb,196.3
LEWI,Feb,196.5
LEWI,Feb,196.7
LEWI,Feb,196.8
LEWI,Feb,196.8
LEWI,Feb,196.9
LEWI,Feb,197.2
LEWI,Feb,197.3
LEWI,Feb,197.4
LEWI,Feb,197.6
LEWI,Feb,197.8
LEWI,Feb,197.8
LEWI,Feb,198
LEWI,Feb,198
LEWI,Feb,198.3
LEWI,Feb,198.4
LEWI,Feb,198.5
LEWI,Feb,198.5
LEWI,Feb,198.8
LEWI,Feb,198.8
LEWI,Feb,198.9
LEWI,Feb,198.8
LEWI,Feb,199
LEWI,Feb,199
LEWI,Feb,199
LEWI,Feb,199.2
LEWI,Feb,199.2
LEWI,Feb,199.3
LEWI,Feb,199.2
LEWI,Feb,199.1
LEWI,Feb,199.2
LEWI,Feb,199.2
LEWI,Feb,199.2
LEWI,Feb,199.3
LEWI,Feb,199.3
LEWI,Feb,199.2
LEWI,Feb,199.1
LEWI,Feb,199.2
LEWI,Feb,199.1
LEWI,Feb,199.1
LEWI,Feb,199.1
LEWI,Feb,198.4
LEWI,Feb,199.1
LEWI,Feb,199.2
LEWI,Feb,198.9
LEWI,Feb,199
LEWI,Feb,198.7
LEWI,Feb,198.5
LEWI,Feb,198.7
LEWI,Feb,198.6
LEWI,Feb,198.6
LEWI,Feb,198.5
LEWI,Feb,198.4
LEWI,Feb,198.4
LEWI,Feb,198.4
LEWI,Feb,198.3
LEWI,Feb,198.3
LEWI,Feb,198.2
LEWI,Feb,198.7
LEWI,Feb,198.9
LEWI,Feb,198.7
LEWI,Feb,198.8
LEWI,Feb,198.8
LEWI,Feb,198.8
LEWI,Feb,199
LEWI,Feb,202
LEWI,Feb,206.9
LEWI,Feb,206.6
LEWI,Feb,204.6
LEWI,Feb,197.9
LEWI,Feb,180.5
LEWI,Feb,165.8
LEWI,Feb,162.3
LEWI,Feb,165.7
LEWI,Feb,172.2
LEWI,Feb,179.6
LEWI,Feb,185.1
LEWI,Feb,189
LEWI,Feb,192.1
LEWI,Feb,194.1
LEWI,Feb,195.5
LEWI,Feb,196.6
LEWI,Feb,197.1
LEWI,Feb,198
LEWI,Feb,198.2
LEWI,Feb,198.8
LEWI,Feb,199
LEWI,Feb,199
LEWI,Feb,199.2
LEWI,Feb,199.2
LEWI,Feb,199.3
LEWI,Feb,199.4
LEWI,Feb,199.5
LEWI,Feb,199.6
LEWI,Feb,199.9
LEWI,Feb,200.1
LEWI,Feb,200.3
LEWI,Feb,200.3
LEWI,Feb,200.5
LEWI,Feb,200.4
LEWI,Feb,200.7
LEWI,Feb,200.7
LEWI,Feb,201
LEWI,Feb,201
LEWI,Feb,201.2
LEWI,Feb,201.5
LEWI,Feb,201.7
LEWI,Feb,202.1
LEWI,Feb,202.2
LEWI,Feb,202.4
LEWI,Feb,202.8
LEWI,Feb,202.9
LEWI,Feb,202.9
LEWI,Feb,202.9
LEWI,Feb,203
LEWI,Feb,203
LEWI,Feb,203
LEWI,Feb,203.3
LEWI,Feb,203.2
LEWI,Feb,203.2
LEWI,Feb,203.2
LEWI,Feb,203
LEWI,Feb,203
LEWI,Feb,203
LEWI,Feb,202.9
LEWI,Feb,202.8
LEWI,Feb,202.9
LEWI,Feb,202.8
LEWI,Feb,203
LEWI,Feb,203.1
LEWI,Feb,203
LEWI,Feb,202.9
LEWI,Feb,202.8
LEWI,Feb,202.7
LEWI,Feb,202.8
LEWI,Feb,202.7
LEWI,Feb,202.7
LEWI,Feb,202.6
LEWI,Feb,202.6
LEWI,Feb,202.3
LEWI,Feb,202.4
LEWI,Feb,NA
LEWI,Feb,202.1
LEWI,Feb,202
LEWI,Feb,201.7
LEWI,Feb,201.4
LEWI,Feb,201.4
LEWI,Feb,200.8
LEWI,Feb,200.4
LEWI,Feb,200.3
LEWI,Feb,200.5
LEWI,Feb,200.1
LEWI,Feb,200
LEWI,Feb,200
LEWI,Feb,199.8
LEWI,Feb,199.8
LEWI,Feb,199.7
LEWI,Feb,199.9
LEWI,Feb,200.2
LEWI,Feb,199.7
LEWI,Feb,198.8
LEWI,Feb,197.1
LEWI,Feb,195.3
LEWI,Feb,193.6
LEWI,Feb,192.5
LEWI,Feb,191.8
LEWI,Feb,191.2
LEWI,Feb,191
LEWI,Feb,191
LEWI,Feb,191
LEWI,Feb,190.7
LEWI,Feb,190.1
LEWI,Feb,189.5
LEWI,Feb,189.1
LEWI,Feb,190.9
LEWI,Feb,188.9
LEWI,Feb,187
LEWI,Feb,185.8
LEWI,Feb,184.7
LEWI,Feb,183.9
LEWI,Feb,183.4
LEWI,Feb,183
LEWI,Feb,183.2
LEWI,Feb,183.2
LEWI,Feb,183.2
LEWI,Feb,183.1
LEWI,Feb,182.9
LEWI,Feb,182.6
LEWI,Feb,182.3
LEWI,Feb,182.2
LEWI,Feb,182.1
LEWI,Feb,182
LEWI,Feb,182.3
LEWI,Feb,182.6
LEWI,Feb,183
LEWI,Feb,183.4
LEWI,Feb,183.9
LEWI,Feb,184.6
LEWI,Feb,185.3
LEWI,Feb,186.2
LEWI,Feb,187
LEWI,Feb,187.6
LEWI,Feb,188.3
LEWI,Feb,188.6
LEWI,Feb,189.1
LEWI,Feb,189.4
LEWI,Feb,189.6
LEWI,Feb,190
LEWI,Feb,190.3
LEWI,Feb,190.5
LEWI,Feb,190.8
LEWI,Feb,191.2
LEWI,Feb,191.5
LEWI,Feb,191.8
LEWI,Feb,192.2
LEWI,Feb,192.6
LEWI,Feb,192.9
LEWI,Feb,193.3
LEWI,Feb,193.6
LEWI,Feb,193.9
LEWI,Feb,194.1
LEWI,Feb,194.5
LEWI,Feb,194.7
LEWI,Feb,196.5
LEWI,Feb,201.5
LEWI,Feb,201.5
LEWI,Feb,199.3
LEWI,Feb,188.8
LEWI,Feb,170.4
LEWI,Feb,159.7
LEWI,Feb,159.6
LEWI,Feb,165.4
LEWI,Feb,173
LEWI,Feb,179.3
LEWI,Feb,184
LEWI,Feb,187.3
LEWI,Feb,189.6
LEWI,Feb,191.1
LEWI,Feb,192.4
LEWI,Feb,193.3
LEWI,Feb,193.9
LEWI,Feb,194.4
LEWI,Feb,194.9
LEWI,Feb,195.2
LEWI,Feb,195.5
LEWI,Feb,195.8
LEWI,Feb,195.9
LEWI,Feb,196.1
LEWI,Feb,196.2
LEWI,Feb,196.3
LEWI,Feb,196.3
LEWI,Feb,196.4
LEWI,Feb,196.4
LEWI,Feb,196.4
LEWI,Feb,196.5
LEWI,Feb,196.6
LEWI,Feb,196.6
LEWI,Feb,196.8
LEWI,Feb,197.4
LEWI,Feb,200
LEWI,Feb,205.3
LEWI,Feb,206
LEWI,Feb,202.9
LEWI,Feb,188.3
LEWI,Feb,173.1
LEWI,Feb,163.6
LEWI,Feb,161
LEWI,Feb,164.8
LEWI,Feb,171.9
LEWI,Feb,179.5
LEWI,Feb,184.7
LEWI,Feb,188.9
LEWI,Feb,191.7
LEWI,Feb,193.6
LEWI,Feb,195
LEWI,Feb,196
LEWI,Feb,196.9
LEWI,Feb,197.7
LEWI,Feb,198.4
LEWI,Feb,198.8
LEWI,Feb,199
LEWI,Feb,199.3
LEWI,Feb,199.2
LEWI,Feb,199.4
LEWI,Feb,199.8
LEWI,Feb,199.8
LEWI,Feb,200
LEWI,Feb,199.9
LEWI,Feb,200
LEWI,Feb,200.1
LEWI,Feb,200
LEWI,Feb,200.1
LEWI,Feb,200.1
LEWI,Feb,200.2
LEWI,Feb,200.3
LEWI,Feb,200.4
LEWI,Feb,200.4
LEWI,Feb,200.6
LEWI,Feb,200.2
LEWI,Feb,200.6
LEWI,Feb,200.8
LEWI,Feb,200.8
LEWI,Feb,200.8
LEWI,Feb,200.8
LEWI,Feb,201
LEWI,Feb,201.1
LEWI,Feb,201.1
LEWI,Feb,201.2
LEWI,Feb,201.3
LEWI,Feb,201.3
LEWI,Feb,201.4
LEWI,Feb,201.4
LEWI,Feb,201.3
LEWI,Feb,201.4
LEWI,Feb,201.4
LEWI,Feb,201.4
LEWI,Feb,201.5
LEWI,Feb,201.6
LEWI,Feb,201.4
LEWI,Feb,201.4
LEWI,Feb,201.3
LEWI,Feb,201.2
LEWI,Feb,201.1
LEWI,Feb,201.3
LEWI,Feb,201.1
LEWI,Feb,201
LEWI,Feb,201.1
LEWI,Feb,201.1
LEWI,Feb,200.9
LEWI,Feb,200.8
LEWI,Feb,200.7
LEWI,Feb,200.6
LEWI,Feb,202.8
LEWI,Feb,208.3
LEWI,Feb,207.9
LEWI,Feb,205.8
LEWI,Feb,196.3
LEWI,Feb,176.3
LEWI,Feb,162.4
LEWI,Feb,160.9
LEWI,Feb,166.2
LEWI,Feb,173.9
LEWI,Feb,181
LEWI,Feb,186.5
LEWI,Feb,190.1
LEWI,Feb,192.8
LEWI,Feb,194.5
LEWI,Feb,195.7
LEWI,Feb,196.3
LEWI,Feb,197.1
LEWI,Feb,198.1
LEWI,Feb,199
LEWI,Feb,199.8
LEWI,Feb,200.2
LEWI,Feb,200.3
LEWI,Feb,200
LEWI,Feb,199.6
LEWI,Feb,199.2
LEWI,Feb,198.9
LEWI,Feb,198.7
LEWI,Feb,198.4
LEWI,Feb,198.2
LEWI,Feb,197.9
LEWI,Feb,197.5
LEWI,Feb,197.3
LEWI,Feb,197.2
LEWI,Feb,196.8
LEWI,Feb,196.8
LEWI,Feb,199.6
LEWI,Feb,204.5
LEWI,Feb,203.2
LEWI,Feb,200.2
LEWI,Feb,185.2
LEWI,Feb,166.7
LEWI,Feb,155.6
LEWI,Feb,155.6
LEWI,Feb,161.2
LEWI,Feb,169.3
LEWI,Feb,176.2
LEWI,Feb,181.9
LEWI,Feb,185.8
LEWI,Feb,188.8
LEWI,Feb,190.8
LEWI,Feb,192.4
LEWI,Feb,193.9
LEWI,Feb,194.9
LEWI,Feb,195.7
LEWI,Feb,196
LEWI,Feb,196.3
LEWI,Feb,196.6
LEWI,Feb,196.5
LEWI,Feb,196.5
LEWI,Feb,196.4
LEWI,Feb,196.4
LEWI,Feb,196.5
LEWI,Feb,196.3
LEWI,Feb,196.3
LEWI,Feb,196.3
LEWI,Feb,196.3
LEWI,Feb,196.3
LEWI,Feb,196.2
LEWI,Feb,196.2
LEWI,Feb,195.9
LEWI,Feb,195.9
LEWI,Feb,196.1
LEWI,Feb,196
LEWI,Feb,196.1
LEWI,Feb,196.2
LEWI,Feb,195.9
LEWI,Feb,195.9
LEWI,Feb,195.7
LEWI,Feb,195.5
LEWI,Feb,195.5
LEWI,Feb,195.3
LEWI,Feb,194.9
LEWI,Feb,194.9
LEWI,Feb,194.7
LEWI,Feb,194.6
LEWI,Feb,194
LEWI,Feb,194.3
LEWI,Feb,193.9
LEWI,Feb,193.7
LEWI,Feb,193.2
LEWI,Feb,192.8
LEWI,Feb,192.6
LEWI,Feb,192.6
LEWI,Feb,192.2
LEWI,Feb,192.1
LEWI,Feb,191.8
LEWI,Feb,191.5
LEWI,Feb,191.4
LEWI,Feb,191.2
LEWI,Feb,191.2
LEWI,Feb,191.1
LEWI,Feb,190.9
LEWI,Feb,191.1
LEWI,Feb,191.9
LEWI,Feb,193.3
LEWI,Feb,194.5
LEWI,Feb,195.4
LEWI,Feb,195.7
LEWI,Feb,195.4
LEWI,Feb,194.7
LEWI,Feb,194
LEWI,Feb,196.4
LEWI,Feb,199.3
LEWI,Feb,197.9
LEWI,Feb,195.4
LEWI,Feb,185.1
LEWI,Feb,166.7
LEWI,Feb,155.9
LEWI,Feb,154.7
LEWI,Feb,159.9
LEWI,Feb,167.1
LEWI,Feb,173
LEWI,Feb,177.8
LEWI,Feb,181.1
LEWI,Feb,183.3
LEWI,Feb,185.1
LEWI,Feb,186.2
LEWI,Feb,186.8
LEWI,Feb,187.4
LEWI,Feb,187.7
LEWI,Feb,188.2
LEWI,Feb,188.2
LEWI,Feb,188.3
LEWI,Feb,188.5
LEWI,Feb,189.1
LEWI,Feb,190.2
LEWI,Feb,191.6
LEWI,Feb,192.5
LEWI,Feb,193.1
LEWI,Feb,193.2
LEWI,Feb,192.9
LEWI,Feb,192.7
LEWI,Feb,192.2
LEWI,Feb,191.9
LEWI,Feb,191.6
LEWI,Feb,191.4
LEWI,Feb,191.3
LEWI,Feb,191.3
LEWI,Feb,191.2
LEWI,Feb,191.3
LEWI,Feb,191.5
LEWI,Feb,191.5
LEWI,Feb,191.9
LEWI,Feb,191.8
LEWI,Feb,191.8
LEWI,Feb,191.8
LEWI,Feb,192
LEWI,Feb,191.9
LEWI,Feb,191.9
LEWI,Feb,192.1
LEWI,Feb,192.3
LEWI,Feb,192.3
LEWI,Feb,192.5
LEWI,Feb,192.4
LEWI,Feb,192.7
LEWI,Feb,192.8
LEWI,Feb,192.8
LEWI,Feb,193.1
LEWI,Feb,193.3
LEWI,Feb,193.3
LEWI,Feb,193.5
LEWI,Feb,193.6
LEWI,Feb,193.6
LEWI,Feb,193.7
LEWI,Feb,193.7
LEWI,Feb,193.6
LEWI,Feb,193.5
LEWI,Feb,193.6
LEWI,Feb,193.6
LEWI,Feb,193.5
LEWI,Feb,193.5
LEWI,Feb,193.4
LEWI,Feb,193.4
LEWI,Feb,193.1
LEWI,Feb,193.3
LEWI,Feb,193.3
LEWI,Feb,192
LEWI,Feb,191.1
LEWI,Feb,195
LEWI,Feb,194.4
LEWI,Feb,192.3
LEWI,Feb,179.5
LEWI,Feb,159.3
LEWI,Feb,147.8
LEWI,Feb,149.7
LEWI,Feb,158.2
LEWI,Feb,166.6
LEWI,Feb,171.8
LEWI,Feb,174.8
LEWI,Feb,176.8
LEWI,Feb,177.9
LEWI,Feb,177.8
LEWI,Feb,178.1
LEWI,Feb,178.2
LEWI,Feb,178.1
LEWI,Feb,178.5
LEWI,Feb,179.3
LEWI,Feb,180.2
LEWI,Feb,179.8
LEWI,Feb,179.5
LEWI,Feb,179.1
LEWI,Feb,178.3
LEWI,Feb,177.2
LEWI,Feb,176.3
LEWI,Feb,175.3
LEWI,Feb,174.4
LEWI,Feb,173.2
LEWI,Feb,172.3
LEWI,Feb,172
LEWI,Feb,171.8
LEWI,Feb,172
LEWI,Feb,172.4
LEWI,Feb,172.9
LEWI,Feb,173.5
LEWI,Feb,174
LEWI,Feb,175.1
LEWI,Feb,175.9
LEWI,Feb,177.7
LEWI,Feb,182.6
LEWI,Feb,184.4
LEWI,Feb,183.7
LEWI,Feb,173.7
LEWI,Feb,157.3
LEWI,Feb,150.4
LEWI,Feb,152.6
LEWI,Feb,159.3
LEWI,Feb,166.2
LEWI,Feb,171.3
LEWI,Feb,175.1
LEWI,Feb,177.5
LEWI,Feb,179.2
LEWI,Feb,180
LEWI,Feb,180.8
LEWI,Feb,181.3
LEWI,Feb,181.7
LEWI,Feb,182.1
LEWI,Feb,182.3
LEWI,Feb,182.6
LEWI,Feb,182.8
LEWI,Feb,183
LEWI,Feb,183.3
LEWI,Feb,183.4
LEWI,Feb,183.5
LEWI,Feb,183.7
LEWI,Feb,183.7
LEWI,Feb,182.7
LEWI,Feb,182.2
LEWI,Feb,181.6
LEWI,Feb,181.1
LEWI,Feb,180.4
LEWI,Feb,179.7
LEWI,Feb,178.2
LEWI,Feb,176.9
LEWI,Feb,176.4
LEWI,Feb,176.2
LEWI,Feb,176
LEWI,Feb,176.3
LEWI,Feb,176.3
LEWI,Feb,175.9
LEWI,Feb,175.9
LEWI,Feb,175
LEWI,Feb,174.5
LEWI,Feb,172.7
LEWI,Feb,170.9
LEWI,Feb,170.6
LEWI,Feb,170.7
LEWI,Feb,170.9
LEWI,Feb,171.4
LEWI,Feb,171.8
LEWI,Feb,172.4
