site,month,surfWaterTempMean
LEWI,Jul,17.486
LEWI,Jul,17.372
LEWI,Jul,17.305
LEWI,Jul,17.227
LEWI,Jul,17.167
LEWI,Jul,17.112
LEWI,Jul,17.06
LEWI,Jul,17.018
LEWI,Jul,16.968
LEWI,Jul,16.916
LEWI,Jul,16.88
LEWI,Jul,16.849
LEWI,Jul,16.857
LEWI,Jul,16.915
LEWI,Jul,17.012
LEWI,Jul,17.066
LEWI,Jul,17.115
LEWI,Jul,17.174
LEWI,Jul,17.239
LEWI,Jul,17.34
LEWI,Jul,17.589
LEWI,Jul,17.848
LEWI,Jul,18.05
LEWI,Jul,18.233
LEWI,Jul,18.423
LEWI,Jul,18.571
LEWI,Jul,18.593
LEWI,Jul,18.669
LEWI,Jul,18.788
LEWI,Jul,18.824
LEWI,Jul,18.747
LEWI,Jul,18.619
LEWI,Jul,18.629
LEWI,Jul,18.611
LEWI,Jul,18.712
LEWI,Jul,18.649
LEWI,Jul,18.574
LEWI,Jul,18.606
LEWI,Jul,18.571
LEWI,Jul,18.475
LEWI,Jul,18.425
LEWI,Jul,18.419
LEWI,Jul,18.34
LEWI,Jul,18.209
LEWI,Jul,18.076
LEWI,Jul,17.973
LEWI,Jul,17.904
LEWI,Jul,17.861
LEWI,Jul,17.815
LEWI,Jul,17.767
LEWI,Jul,17.72
LEWI,Jul,17.664
LEWI,Jul,17.592
LEWI,Jul,17.509
LEWI,Jul,17.43
LEWI,Jul,17.354
LEWI,Jul,17.282
LEWI,Jul,17.222
LEWI,Jul,17.162
LEWI,Jul,17.12
LEWI,Jul,17.103
LEWI,Jul,17.135
LEWI,Jul,17.174
LEWI,Jul,17.259
LEWI,Jul,17.379
LEWI,Jul,17.584
LEWI,Jul,17.749
LEWI,Jul,17.875
LEWI,Jul,18.177
LEWI,Jul,18.393
LEWI,Jul,18.815
LEWI,Jul,18.791
LEWI,Jul,18.903
LEWI,Jul,19.129
LEWI,Jul,19.228
LEWI,Jul,19.18
LEWI,Jul,19.091
LEWI,Jul,19.069
LEWI,Jul,19.08
LEWI,Jul,19.07
LEWI,Jul,19.071
LEWI,Jul,19.075
LEWI,Jul,19.01
LEWI,Jul,18.914
LEWI,Jul,18.812
LEWI,Jul,18.712
LEWI,Jul,18.617
LEWI,Jul,18.52
LEWI,Jul,18.434
LEWI,Jul,18.355
LEWI,Jul,18.277
LEWI,Jul,18.206
LEWI,Jul,18.137
LEWI,Jul,18.082
LEWI,Jul,18.051
LEWI,Jul,18.03
LEWI,Jul,18
LEWI,Jul,17.954
LEWI,Jul,17.894
LEWI,Jul,17.842
LEWI,Jul,17.783
LEWI,Jul,17.718
LEWI,Jul,17.65
LEWI,Jul,17.586
LEWI,Jul,17.526
LEWI,Jul,17.477
LEWI,Jul,17.425
LEWI,Jul,17.376
LEWI,Jul,17.333
LEWI,Jul,17.3
LEWI,Jul,17.282
LEWI,Jul,17.276
LEWI,Jul,17.293
LEWI,Jul,17.339
LEWI,Jul,17.428
LEWI,Jul,17.586
LEWI,Jul,17.969
LEWI,Jul,18.27
LEWI,Jul,18.268
LEWI,Jul,18.278
LEWI,Jul,18.395
LEWI,Jul,18.481
LEWI,Jul,18.697
LEWI,Jul,18.911
LEWI,Jul,19.047
LEWI,Jul,19.758
LEWI,Jul,19.697
LEWI,Jul,19.717
LEWI,Jul,19.826
LEWI,Jul,19.897
LEWI,Jul,19.851
LEWI,Jul,19.666
LEWI,Jul,19.57
LEWI,Jul,20.294
LEWI,Jul,21.173
LEWI,Jul,21.71
LEWI,Jul,22.272
LEWI,Jul,21.94
LEWI,Jul,21.437
LEWI,Jul,20.962
LEWI,Jul,20.576
LEWI,Jul,20.21
LEWI,Jul,19.865
LEWI,Jul,19.561
LEWI,Jul,19.287
LEWI,Jul,19.049
LEWI,Jul,18.844
LEWI,Jul,18.669
LEWI,Jul,18.514
LEWI,Jul,18.377
LEWI,Jul,18.257
LEWI,Jul,18.145
LEWI,Jul,18.038
LEWI,Jul,17.934
LEWI,Jul,17.839
LEWI,Jul,17.756
LEWI,Jul,17.731
LEWI,Jul,17.731
LEWI,Jul,17.721
LEWI,Jul,17.749
LEWI,Jul,17.864
LEWI,Jul,18.09
LEWI,Jul,18.349
LEWI,Jul,18.866
LEWI,Jul,18.868
LEWI,Jul,19.098
LEWI,Jul,19.376
LEWI,Jul,19.633
LEWI,Jul,19.725
LEWI,Jul,19.681
LEWI,Jul,19.541
LEWI,Jul,19.383
LEWI,Jul,19.285
LEWI,Jul,19.281
LEWI,Jul,19.251
LEWI,Jul,19.244
LEWI,Jul,19.213
LEWI,Jul,19.15
LEWI,Jul,19.075
LEWI,Jul,19.009
LEWI,Jul,18.933
LEWI,Jul,18.85
LEWI,Jul,18.755
LEWI,Jul,18.666
LEWI,Jul,18.58
LEWI,Jul,18.49
LEWI,Jul,18.412
LEWI,Jul,18.341
LEWI,Jul,18.273
LEWI,Jul,18.203
LEWI,Jul,18.146
LEWI,Jul,18.086
LEWI,Jul,18.03
LEWI,Jul,17.967
LEWI,Jul,17.897
LEWI,Jul,17.836
LEWI,Jul,17.768
LEWI,Jul,17.703
LEWI,Jul,17.627
LEWI,Jul,17.554
LEWI,Jul,17.48
LEWI,Jul,17.427
LEWI,Jul,17.377
LEWI,Jul,17.341
LEWI,Jul,17.335
LEWI,Jul,17.377
LEWI,Jul,17.43
LEWI,Jul,17.512
LEWI,Jul,17.61
LEWI,Jul,17.808
LEWI,Jul,17.984
LEWI,Jul,18.2
LEWI,Jul,18.542
LEWI,Jul,18.742
LEWI,Jul,18.785
LEWI,Jul,18.909
LEWI,Jul,19.02
LEWI,Jul,19.181
LEWI,Jul,19.313
LEWI,Jul,19.417
LEWI,Jul,19.566
LEWI,Jul,20.424
LEWI,Jul,20.29
LEWI,Jul,20.126
LEWI,Jul,20.191
LEWI,Jul,20.299
LEWI,Jul,20.243
LEWI,Jul,20.054
LEWI,Jul,19.802
LEWI,Jul,19.588
LEWI,Jul,19.386
LEWI,Jul,19.193
LEWI,Jul,19.033
LEWI,Jul,18.903
LEWI,Jul,18.793
LEWI,Jul,18.681
LEWI,Jul,18.587
LEWI,Jul,18.467
LEWI,Jul,18.371
LEWI,Jul,18.327
LEWI,Jul,18.27
LEWI,Jul,18.213
LEWI,Jul,18.151
LEWI,Jul,18.077
LEWI,Jul,18.003
LEWI,Jul,17.92
LEWI,Jul,17.843
LEWI,Jul,17.783
LEWI,Jul,17.716
LEWI,Jul,17.644
LEWI,Jul,17.587
LEWI,Jul,17.544
LEWI,Jul,17.518
LEWI,Jul,17.531
LEWI,Jul,17.576
LEWI,Jul,17.645
LEWI,Jul,17.786
LEWI,Jul,17.964
LEWI,Jul,18.166
LEWI,Jul,18.446
LEWI,Jul,19.148
LEWI,Jul,19.192
LEWI,Jul,19.012
LEWI,Jul,19.333
LEWI,Jul,19.794
LEWI,Jul,20.223
LEWI,Jul,20.387
LEWI,Jul,20.423
LEWI,Jul,20.372
LEWI,Jul,20.309
LEWI,Jul,20.208
LEWI,Jul,20.111
LEWI,Jul,19.921
LEWI,Jul,19.73
LEWI,Jul,19.539
LEWI,Jul,19.383
LEWI,Jul,19.253
LEWI,Jul,19.122
LEWI,Jul,18.99
LEWI,Jul,18.887
LEWI,Jul,18.8
LEWI,Jul,18.924
LEWI,Jul,19.451
LEWI,Jul,19.179
LEWI,Jul,18.997
LEWI,Jul,19.052
LEWI,Jul,19.113
LEWI,Jul,19.069
LEWI,Jul,18.942
LEWI,Jul,18.762
LEWI,Jul,18.582
LEWI,Jul,18.418
LEWI,Jul,18.261
LEWI,Jul,18.127
LEWI,Jul,18.006
LEWI,Jul,17.885
LEWI,Jul,17.772
LEWI,Jul,17.677
LEWI,Jul,17.611
LEWI,Jul,17.561
LEWI,Jul,17.558
LEWI,Jul,17.578
LEWI,Jul,17.601
LEWI,Jul,17.662
LEWI,Jul,17.807
LEWI,Jul,18.005
LEWI,Jul,18.146
LEWI,Jul,18.186
LEWI,Jul,18.338
LEWI,Jul,18.52
LEWI,Jul,18.691
LEWI,Jul,18.837
LEWI,Jul,19.015
LEWI,Jul,19.206
LEWI,Jul,19.33
LEWI,Jul,19.44
LEWI,Jul,19.556
LEWI,Jul,19.625
LEWI,Jul,19.643
LEWI,Jul,19.604
LEWI,Jul,19.701
LEWI,Jul,20.308
LEWI,Jul,19.987
LEWI,Jul,19.764
LEWI,Jul,19.797
LEWI,Jul,19.882
LEWI,Jul,19.876
LEWI,Jul,19.761
LEWI,Jul,19.53
LEWI,Jul,19.391
LEWI,Jul,19.252
LEWI,Jul,19.135
LEWI,Jul,19.024
LEWI,Jul,18.932
LEWI,Jul,18.895
LEWI,Jul,18.847
LEWI,Jul,18.75
LEWI,Jul,18.643
LEWI,Jul,18.563
LEWI,Jul,18.515
LEWI,Jul,18.453
LEWI,Jul,18.363
LEWI,Jul,18.28
LEWI,Jul,18.206
LEWI,Jul,18.137
LEWI,Jul,18.067
LEWI,Jul,18.001
LEWI,Jul,17.952
LEWI,Jul,17.924
LEWI,Jul,17.922
LEWI,Jul,17.94
LEWI,Jul,18.059
LEWI,Jul,18.198
LEWI,Jul,18.34
LEWI,Jul,18.559
LEWI,Jul,18.662
LEWI,Jul,18.785
LEWI,Jul,18.953
LEWI,Jul,19.025
LEWI,Jul,19.159
LEWI,Jul,19.328
LEWI,Jul,19.504
LEWI,Jul,19.618
LEWI,Jul,19.73
LEWI,Jul,19.76
LEWI,Jul,19.806
LEWI,Jul,19.842
LEWI,Jul,19.785
LEWI,Jul,19.744
LEWI,Jul,19.672
LEWI,Jul,19.582
LEWI,Jul,19.496
LEWI,Jul,19.443
LEWI,Jul,19.352
LEWI,Jul,19.232
LEWI,Jul,19.122
LEWI,Jul,19.039
LEWI,Jul,18.965
LEWI,Jul,18.903
LEWI,Jul,18.854
LEWI,Jul,18.791
LEWI,Jul,18.73
LEWI,Jul,18.66
LEWI,Jul,18.591
LEWI,Jul,18.532
LEWI,Jul,18.484
LEWI,Jul,18.425
LEWI,Jul,18.363
LEWI,Jul,18.303
LEWI,Jul,18.242
LEWI,Jul,18.175
LEWI,Jul,18.07
LEWI,Jul,17.997
LEWI,Jul,17.949
LEWI,Jul,17.898
LEWI,Jul,17.856
LEWI,Jul,17.83
LEWI,Jul,18.005
LEWI,Jul,18.453
LEWI,Jul,18.354
LEWI,Jul,18.39
LEWI,Jul,18.654
LEWI,Jul,18.918
LEWI,Jul,19.025
LEWI,Jul,18.971
LEWI,Jul,18.946
LEWI,Jul,18.931
LEWI,Jul,18.859
LEWI,Jul,18.708
LEWI,Jul,18.668
LEWI,Jul,18.666
LEWI,Jul,18.641
LEWI,Jul,18.588
LEWI,Jul,18.636
LEWI,Jul,18.698
LEWI,Jul,18.733
LEWI,Jul,18.738
LEWI,Jul,18.71
LEWI,Jul,18.684
LEWI,Jul,18.655
LEWI,Jul,18.573
LEWI,Jul,18.487
LEWI,Jul,18.389
LEWI,Jul,18.277
LEWI,Jul,18.176
LEWI,Jul,18.081
LEWI,Jul,17.996
LEWI,Jul,17.915
LEWI,Jul,17.843
LEWI,Jul,17.771
LEWI,Jul,17.701
LEWI,Jul,17.627
LEWI,Jul,17.569
LEWI,Jul,17.51
LEWI,Jul,17.456
LEWI,Jul,17.404
LEWI,Jul,17.354
LEWI,Jul,17.311
LEWI,Jul,17.267
LEWI,Jul,17.224
LEWI,Jul,17.179
LEWI,Jul,17.139
LEWI,Jul,17.115
LEWI,Jul,17.094
LEWI,Jul,17.089
LEWI,Jul,17.104
LEWI,Jul,17.135
LEWI,Jul,17.261
LEWI,Jul,17.81
LEWI,Jul,17.91
LEWI,Jul,18.054
LEWI,Jul,18.316
LEWI,Jul,18.762
LEWI,Jul,19.075
LEWI,Jul,19.137
LEWI,Jul,19.51
LEWI,Jul,20.081
LEWI,Jul,20.346
LEWI,Jul,20.344
LEWI,Jul,20.305
LEWI,Jul,20.312
LEWI,Jul,20.29
LEWI,Jul,20.21
LEWI,Jul,20.037
LEWI,Jul,19.856
LEWI,Jul,19.684
LEWI,Jul,19.493
LEWI,Jul,19.306
LEWI,Jul,19.118
LEWI,Jul,18.936
LEWI,Jul,18.756
LEWI,Jul,18.546
LEWI,Jul,18.926
LEWI,Jul,19.087
LEWI,Jul,18.941
LEWI,Jul,18.849
LEWI,Jul,18.715
LEWI,Jul,18.561
LEWI,Jul,18.385
LEWI,Jul,18.183
LEWI,Jul,17.97
LEWI,Jul,17.765
LEWI,Jul,17.58
LEWI,Jul,17.401
LEWI,Jul,17.23
LEWI,Jul,17.067
LEWI,Jul,16.935
LEWI,Jul,16.793
LEWI,Jul,16.662
LEWI,Jul,16.549
LEWI,Jul,16.446
LEWI,Jul,16.366
LEWI,Jul,16.336
LEWI,Jul,16.328
LEWI,Jul,16.712
LEWI,Jul,16.905
LEWI,Jul,17.885
LEWI,Jul,18.813
LEWI,Jul,18.996
LEWI,Jul,19.296
LEWI,Jul,19.859
LEWI,Jul,19.81
LEWI,Jul,20.081
LEWI,Jul,20.136
LEWI,Jul,20.188
LEWI,Jul,20.549
LEWI,Jul,20.649
LEWI,Jul,20.928
LEWI,Jul,20.814
LEWI,Jul,20.592
LEWI,Jul,20.42
LEWI,Jul,20.345
LEWI,Jul,20.209
LEWI,Jul,20.021
LEWI,Jul,19.803
LEWI,Jul,19.585
LEWI,Jul,19.364
LEWI,Jul,19.151
LEWI,Jul,19.783
LEWI,Jul,19.586
LEWI,Jul,19.359
LEWI,Jul,19.249
LEWI,Jul,19.19
LEWI,Jul,19.094
LEWI,Jul,18.948
LEWI,Jul,18.75
LEWI,Jul,18.528
LEWI,Jul,18.296
LEWI,Jul,18.095
LEWI,Jul,17.914
LEWI,Jul,17.749
LEWI,Jul,17.607
LEWI,Jul,17.468
LEWI,Jul,17.344
LEWI,Jul,17.222
LEWI,Jul,17.11
LEWI,Jul,17
LEWI,Jul,16.898
LEWI,Jul,16.806
LEWI,Jul,16.744
LEWI,Jul,16.717
LEWI,Jul,16.752
LEWI,Jul,16.817
LEWI,Jul,16.883
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,NA
LEWI,Jul,20.251
LEWI,Jul,20.279
LEWI,Jul,20.269
LEWI,Jul,20.199
LEWI,Jul,20.089
LEWI,Jul,19.997
LEWI,Jul,19.889
LEWI,Jul,19.766
LEWI,Jul,19.622
LEWI,Jul,19.428
LEWI,Jul,19.27
LEWI,Jul,19.091
LEWI,Jul,18.927
LEWI,Jul,18.791
LEWI,Jul,18.681
LEWI,Jul,18.711
LEWI,Jul,19.337
LEWI,Jul,19.073
LEWI,Jul,18.78
LEWI,Jul,18.554
LEWI,Jul,18.435
LEWI,Jul,18.233
LEWI,Jul,18.086
LEWI,Jul,17.822
LEWI,Jul,17.423
LEWI,Jul,16.864
LEWI,Jul,16.337
LEWI,Jul,15.77
LEWI,Jul,15.377
LEWI,Jul,14.814
LEWI,Jul,14.118
LEWI,Jul,13.552
LEWI,Jul,13.145
LEWI,Jul,12.839
LEWI,Jul,12.666
LEWI,Jul,12.581
LEWI,Jul,12.548
LEWI,Jul,12.549
LEWI,Jul,12.613
LEWI,Jul,12.773
LEWI,Jul,13.098
LEWI,Jul,13.679
LEWI,Jul,13.733
LEWI,Jul,13.839
LEWI,Jul,14.237
LEWI,Jul,14.343
LEWI,Jul,14.353
LEWI,Jul,14.397
LEWI,Jul,14.55
LEWI,Jul,14.58
LEWI,Jul,14.67
LEWI,Jul,14.695
LEWI,Jul,14.687
LEWI,Jul,14.673
LEWI,Jul,14.637
LEWI,Jul,14.574
LEWI,Jul,14.535
LEWI,Jul,14.397
LEWI,Jul,14.747
LEWI,Jul,14.725
LEWI,Jul,14.437
LEWI,Jul,14.24
LEWI,Jul,14.19
LEWI,Jul,14.205
LEWI,Jul,14.174
LEWI,Jul,14.075
LEWI,Jul,13.939
LEWI,Jul,13.804
LEWI,Jul,13.707
LEWI,Jul,13.581
LEWI,Jul,13.399
LEWI,Jul,13.236
LEWI,Jul,13.073
LEWI,Jul,12.956
LEWI,Jul,12.861
LEWI,Jul,12.742
LEWI,Jul,12.532
LEWI,Jul,12.355
LEWI,Jul,12.17
LEWI,Jul,11.999
LEWI,Jul,11.85
LEWI,Jul,11.748
LEWI,Jul,11.643
LEWI,Jul,11.554
LEWI,Jul,11.5
LEWI,Jul,11.437
LEWI,Jul,11.382
LEWI,Jul,11.366
LEWI,Jul,11.431
LEWI,Jul,11.567
LEWI,Jul,11.666
LEWI,Jul,11.986
LEWI,Jul,12.414
LEWI,Jul,12.314
LEWI,Jul,12.268
LEWI,Jul,12.357
LEWI,Jul,12.591
LEWI,Jul,12.818
LEWI,Jul,12.804
LEWI,Jul,12.672
LEWI,Jul,12.53
LEWI,Jul,12.392
LEWI,Jul,12.212
LEWI,Jul,11.987
LEWI,Jul,11.826
LEWI,Jul,11.634
LEWI,Jul,11.623
LEWI,Jul,11.608
LEWI,Jul,11.506
LEWI,Jul,11.457
LEWI,Jul,11.294
LEWI,Jul,11.055
LEWI,Jul,10.846
LEWI,Jul,10.852
LEWI,Jul,10.796
LEWI,Jul,10.66
LEWI,Jul,10.692
LEWI,Jul,10.635
LEWI,Jul,10.45
LEWI,Jul,10.215
LEWI,Jul,9.998
LEWI,Jul,9.824
LEWI,Jul,9.593
LEWI,Jul,9.429
LEWI,Jul,9.251
LEWI,Jul,9.144
LEWI,Jul,8.984
LEWI,Jul,8.865
LEWI,Jul,8.733
LEWI,Jul,8.609
LEWI,Jul,8.644
LEWI,Jul,8.601
LEWI,Jul,8.578
LEWI,Jul,8.562
LEWI,Jul,8.587
LEWI,Jul,8.688
LEWI,Jul,8.905
LEWI,Jul,9.079
LEWI,Jul,9.309
LEWI,Jul,9.793
LEWI,Jul,9.989
LEWI,Jul,10.13
LEWI,Jul,10.493
LEWI,Jul,10.737
LEWI,Jul,10.918
LEWI,Jul,11.114
LEWI,Jul,11.208
LEWI,Jul,11.258
LEWI,Jul,11.194
LEWI,Jul,11.098
LEWI,Jul,11.027
LEWI,Jul,10.95
LEWI,Jul,10.829
LEWI,Jul,10.727
LEWI,Jul,10.621
LEWI,Jul,10.619
LEWI,Jul,10.521
LEWI,Jul,10.409
LEWI,Jul,10.306
LEWI,Jul,10.177
LEWI,Jul,10.066
LEWI,Jul,9.974
LEWI,Jul,9.849
LEWI,Jul,9.734
LEWI,Jul,9.668
LEWI,Jul,9.576
LEWI,Jul,9.502
LEWI,Jul,9.408
LEWI,Jul,9.314
LEWI,Jul,9.275
LEWI,Jul,9.22
LEWI,Jul,9.182
LEWI,Jul,9.147
LEWI,Jul,9.119
LEWI,Jul,9.04
LEWI,Jul,9.003
LEWI,Jul,8.9
LEWI,Jul,8.81
LEWI,Jul,8.756
LEWI,Jul,8.708
LEWI,Jul,8.665
LEWI,Jul,9.027
LEWI,Jul,9.131
LEWI,Jul,9.586
LEWI,Jul,9.867
LEWI,Jul,9.926
LEWI,Jul,10.047
LEWI,Jul,10.151
LEWI,Jul,10.256
LEWI,Jul,10.422
LEWI,Jul,10.415
LEWI,Jul,10.449
LEWI,Jul,10.507
LEWI,Jul,10.506
LEWI,Jul,10.52
LEWI,Jul,10.579
LEWI,Jul,10.594
LEWI,Jul,10.626
LEWI,Jul,10.645
LEWI,Jul,10.599
LEWI,Jul,10.523
LEWI,Jul,10.364
LEWI,Jul,10.279
LEWI,Jul,10.134
LEWI,Jul,10.031
LEWI,Jul,9.91
LEWI,Jul,9.713
LEWI,Jul,9.541
LEWI,Jul,9.405
LEWI,Jul,9.32
LEWI,Jul,9.223
LEWI,Jul,9.058
LEWI,Jul,8.997
LEWI,Jul,8.932
LEWI,Jul,8.843
LEWI,Jul,8.831
LEWI,Jul,8.789
LEWI,Jul,8.654
LEWI,Jul,8.551
LEWI,Jul,8.427
LEWI,Jul,8.293
LEWI,Jul,8.237
LEWI,Jul,8.203
LEWI,Jul,8.103
LEWI,Jul,7.959
LEWI,Jul,7.829
LEWI,Jul,7.772
LEWI,Jul,7.786
LEWI,Jul,7.865
LEWI,Jul,7.976
LEWI,Jul,8.09
LEWI,Jul,8.217
LEWI,Jul,8.373
LEWI,Jul,8.539
LEWI,Jul,8.654
LEWI,Jul,8.811
LEWI,Jul,8.978
LEWI,Jul,9.252
LEWI,Jul,9.58
LEWI,Jul,9.704
LEWI,Jul,9.793
LEWI,Jul,10.019
LEWI,Jul,10.184
LEWI,Jul,10.227
LEWI,Jul,10.285
LEWI,Jul,10.303
LEWI,Jul,10.239
LEWI,Jul,10.192
LEWI,Jul,10.141
LEWI,Jul,10.011
LEWI,Jul,9.885
LEWI,Jul,9.757
LEWI,Jul,9.515
LEWI,Jul,9.468
LEWI,Jul,9.392
LEWI,Jul,9.322
LEWI,Jul,9.234
LEWI,Jul,9.104
LEWI,Jul,9.062
LEWI,Jul,9.345
LEWI,Jul,9.25
LEWI,Jul,9.083
LEWI,Jul,9.05
LEWI,Jul,9.016
LEWI,Jul,9.415
LEWI,Jul,9.647
LEWI,Jul,10.045
LEWI,Jul,10.262
LEWI,Jul,10.265
LEWI,Jul,10.147
LEWI,Jul,10.087
LEWI,Jul,10.015
LEWI,Jul,9.968
LEWI,Jul,9.943
LEWI,Jul,9.959
LEWI,Jul,9.941
LEWI,Jul,9.832
LEWI,Jul,9.735
LEWI,Jul,9.635
LEWI,Jul,9.613
LEWI,Jul,9.667
LEWI,Jul,NA
LEWI,Jul,9.633
LEWI,Jul,9.675
LEWI,Jul,9.725
LEWI,Jul,9.634
LEWI,Jul,9.588
LEWI,Jul,9.589
LEWI,Jul,9.637
LEWI,Jul,9.813
LEWI,Jul,9.847
LEWI,Jul,9.733
LEWI,Jul,9.761
LEWI,Jul,9.752
LEWI,Jul,9.761
LEWI,Jul,9.688
LEWI,Jul,9.549
LEWI,Jul,9.42
LEWI,Jul,9.311
LEWI,Jul,9.23
LEWI,Jul,9.107
LEWI,Jul,9.325
LEWI,Jul,9.281
LEWI,Jul,9.153
LEWI,Jul,9.019
LEWI,Jul,8.922
LEWI,Jul,8.919
LEWI,Jul,8.906
LEWI,Jul,8.787
LEWI,Jul,8.66
LEWI,Jul,8.632
LEWI,Jul,8.446
LEWI,Jul,8.352
LEWI,Jul,8.366
LEWI,Jul,8.287
LEWI,Jul,8.18
LEWI,Jul,8.15
LEWI,Jul,8.061
LEWI,Jul,8.031
LEWI,Jul,7.997
LEWI,Jul,7.823
LEWI,Jul,7.862
LEWI,Jul,7.746
LEWI,Jul,7.717
LEWI,Jul,7.758
LEWI,Jul,7.748
LEWI,Jul,7.762
LEWI,Jul,7.944
LEWI,Jul,8.08
LEWI,Jul,8.2
LEWI,Jul,8.312
LEWI,Jul,8.514
LEWI,Jul,8.709
LEWI,Jul,8.857
LEWI,Jul,8.961
LEWI,Jul,9.032
LEWI,Jul,9.148
LEWI,Jul,9.258
LEWI,Jul,9.278
LEWI,Jul,9.318
LEWI,Jul,9.269
LEWI,Jul,9.228
LEWI,Jul,9.515
LEWI,Jul,9.703
LEWI,Jul,9.697
LEWI,Jul,9.66
LEWI,Jul,9.513
LEWI,Jul,9.334
LEWI,Jul,9.157
LEWI,Jul,9.108
LEWI,Jul,9.053
LEWI,Jul,8.809
LEWI,Jul,8.535
LEWI,Jul,8.515
LEWI,Jul,8.38
LEWI,Jul,8.16
LEWI,Jul,7.991
LEWI,Jul,7.935
LEWI,Jul,7.746
LEWI,Jul,7.648
LEWI,Jul,7.576
LEWI,Jul,7.459
LEWI,Jul,7.238
LEWI,Jul,7.342
LEWI,Jul,7.1
LEWI,Jul,7.034
LEWI,Jul,6.988
LEWI,Jul,6.868
LEWI,Jul,6.783
LEWI,Jul,6.696
LEWI,Jul,6.647
LEWI,Jul,6.661
LEWI,Jul,6.662
LEWI,Jul,6.667
LEWI,Jul,6.795
LEWI,Jul,6.869
LEWI,Jul,7.031
LEWI,Jul,7.26
LEWI,Jul,7.385
LEWI,Jul,7.594
LEWI,Jul,7.766
LEWI,Jul,7.855
LEWI,Jul,8.032
LEWI,Jul,8.541
LEWI,Jul,8.778
LEWI,Jul,8.871
LEWI,Jul,8.849
LEWI,Jul,8.848
LEWI,Jul,8.994
LEWI,Jul,9.001
LEWI,Jul,8.968
LEWI,Jul,9.03
LEWI,Jul,8.947
LEWI,Jul,8.829
LEWI,Jul,8.684
LEWI,Jul,8.55
LEWI,Jul,8.386
LEWI,Jul,8.27
LEWI,Jul,8.185
LEWI,Jul,8.143
LEWI,Jul,8.155
LEWI,Jul,8.066
LEWI,Jul,7.944
LEWI,Jul,7.794
LEWI,Jul,7.766
LEWI,Jul,7.711
LEWI,Jul,7.693
LEWI,Jul,7.702
LEWI,Jul,7.621
LEWI,Jul,7.529
LEWI,Jul,7.395
LEWI,Jul,7.156
LEWI,Jul,7.1
LEWI,Jul,7.039
LEWI,Jul,6.948
LEWI,Jul,6.835
LEWI,Jul,6.903
LEWI,Jul,6.827
LEWI,Jul,6.748
LEWI,Jul,6.7
LEWI,Jul,6.714
LEWI,Jul,6.726
LEWI,Jul,6.758
LEWI,Jul,6.864
LEWI,Jul,6.983
LEWI,Jul,7.157
LEWI,Jul,7.459
LEWI,Jul,7.634
LEWI,Jul,7.758
LEWI,Jul,7.891
LEWI,Jul,8.049
LEWI,Jul,8.233
LEWI,Jul,8.471
LEWI,Jul,8.687
LEWI,Jul,8.678
LEWI,Jul,8.58
LEWI,Jul,8.615
LEWI,Jul,8.608
LEWI,Jul,8.652
LEWI,Jul,8.446
LEWI,Jul,8.478
LEWI,Jul,8.339
LEWI,Jul,8.173
LEWI,Jul,8.036
LEWI,Jul,7.846
LEWI,Jul,7.763
LEWI,Jul,7.614
LEWI,Jul,7.429
LEWI,Jul,7.343
LEWI,Jul,7.547
LEWI,Jul,7.53
LEWI,Jul,7.442
LEWI,Jul,7.361
LEWI,Jul,7.209
LEWI,Jul,7.121
LEWI,Jul,7.017
LEWI,Jul,6.898
LEWI,Jul,6.791
LEWI,Jul,6.719
LEWI,Jul,6.614
LEWI,Jul,6.469
LEWI,Jul,6.416
LEWI,Jul,6.281
LEWI,Jul,6.178
LEWI,Jul,6.073
LEWI,Jul,5.98
LEWI,Jul,5.95
LEWI,Jul,5.939
LEWI,Jul,5.937
LEWI,Jul,6.004
LEWI,Jul,6.084
LEWI,Jul,6.187
LEWI,Jul,6.279
LEWI,Jul,6.429
LEWI,Jul,6.601
LEWI,Jul,6.764
LEWI,Jul,7.084
LEWI,Jul,7.037
LEWI,Jul,7.103
LEWI,Jul,7.185
LEWI,Jul,7.291
LEWI,Jul,7.53
LEWI,Jul,7.712
LEWI,Jul,7.612
LEWI,Jul,7.564
LEWI,Jul,7.509
LEWI,Jul,7.553
LEWI,Jul,7.506
LEWI,Jul,7.361
LEWI,Jul,7.298
LEWI,Jul,7.205
LEWI,Jul,7.124
LEWI,Jul,7.028
LEWI,Jul,6.849
LEWI,Jul,6.687
LEWI,Jul,6.559
LEWI,Jul,6.43
LEWI,Jul,6.327
LEWI,Jul,6.271
LEWI,Jul,6.142
LEWI,Jul,5.997
LEWI,Jul,5.857
LEWI,Jul,5.791
LEWI,Jul,5.704
LEWI,Jul,5.616
LEWI,Jul,5.527
LEWI,Jul,5.441
LEWI,Jul,5.346
LEWI,Jul,5.296
LEWI,Jul,5.229
LEWI,Jul,5.144
LEWI,Jul,5.134
LEWI,Jul,5.135
LEWI,Jul,5.098
LEWI,Jul,5.074
LEWI,Jul,5.045
LEWI,Jul,5.05
LEWI,Jul,5.093
LEWI,Jul,5.165
LEWI,Jul,5.249
LEWI,Jul,5.33
LEWI,Jul,5.447
LEWI,Jul,5.672
