site,month,surfWaterTempMean
ARIK,Apr,11.319
ARIK,Apr,11.073
ARIK,Apr,10.832
ARIK,Apr,10.629
ARIK,Apr,10.533
ARIK,Apr,10.548
ARIK,Apr,10.693
ARIK,Apr,11.006
ARIK,Apr,11.461
ARIK,Apr,12.032
ARIK,Apr,12.702
ARIK,Apr,13.43
ARIK,Apr,14.207
ARIK,Apr,14.989
ARIK,Apr,15.754
ARIK,Apr,16.495
ARIK,Apr,17.192
ARIK,Apr,17.834
ARIK,Apr,18.38
ARIK,Apr,18.821
ARIK,Apr,19.157
ARIK,Apr,19.384
ARIK,Apr,19.475
ARIK,Apr,19.439
ARIK,Apr,19.297
ARIK,Apr,19.067
ARIK,May,18.732
ARIK,May,18.321
ARIK,May,17.853
ARIK,May,17.35
ARIK,May,16.832
ARIK,May,16.319
ARIK,May,15.844
ARIK,May,15.417
ARIK,May,15.037
ARIK,May,14.727
ARIK,May,14.485
ARIK,May,14.28
ARIK,May,14.091
ARIK,May,13.891
ARIK,May,13.657
ARIK,May,13.373
ARIK,May,13.053
ARIK,May,12.723
ARIK,May,12.404
ARIK,May,12.089
ARIK,May,11.769
ARIK,May,11.462
ARIK,May,11.165
ARIK,May,10.872
ARIK,May,10.593
ARIK,May,10.369
ARIK,May,10.24
ARIK,May,10.266
ARIK,May,10.436
ARIK,May,10.819
ARIK,May,11.351
ARIK,May,11.981
ARIK,May,12.701
ARIK,May,13.487
ARIK,May,14.301
ARIK,May,15.118
ARIK,May,15.913
ARIK,May,16.601
ARIK,May,NA
ARIK,May,NA
ARIK,May,18.561
ARIK,May,18.893
ARIK,May,19.239
ARIK,May,19.478
ARIK,May,19.573
ARIK,May,19.565
ARIK,May,19.431
ARIK,May,19.222
ARIK,May,18.931
ARIK,May,18.541
ARIK,May,18.125
ARIK,May,17.676
ARIK,May,17.183
ARIK,May,16.68
ARIK,May,16.205
ARIK,May,15.76
ARIK,May,15.358
ARIK,May,15.023
ARIK,May,14.724
ARIK,May,14.453
ARIK,May,14.207
ARIK,May,13.967
ARIK,May,13.744
ARIK,May,13.499
ARIK,May,13.243
ARIK,May,13
ARIK,May,12.784
ARIK,May,12.568
ARIK,May,12.315
ARIK,May,12.039
ARIK,May,11.749
ARIK,May,11.444
ARIK,May,11.154
ARIK,May,10.92
ARIK,May,10.794
ARIK,May,10.81
ARIK,May,10.952
ARIK,May,11.289
ARIK,May,11.795
ARIK,May,12.427
ARIK,May,13.162
ARIK,May,13.956
ARIK,May,14.78
ARIK,May,15.603
ARIK,May,16.411
ARIK,May,17.177
ARIK,May,17.895
ARIK,May,18.532
ARIK,May,19.031
ARIK,May,19.414
ARIK,May,19.685
ARIK,May,19.87
ARIK,May,19.905
ARIK,May,19.726
ARIK,May,19.423
ARIK,May,19.048
ARIK,May,18.594
ARIK,May,18.138
ARIK,May,17.693
ARIK,May,17.252
ARIK,May,16.824
ARIK,May,16.442
ARIK,May,16.079
ARIK,May,15.758
ARIK,May,15.472
ARIK,May,15.245
ARIK,May,15.018
ARIK,May,14.769
ARIK,May,14.526
ARIK,May,14.286
ARIK,May,14.07
ARIK,May,13.898
ARIK,May,13.73
ARIK,May,13.556
ARIK,May,13.374
ARIK,May,13.168
ARIK,May,12.954
ARIK,May,12.715
ARIK,May,12.455
ARIK,May,12.197
ARIK,May,11.962
ARIK,May,11.792
ARIK,May,11.724
ARIK,May,11.787
ARIK,May,12.015
ARIK,May,12.422
ARIK,May,12.991
ARIK,May,13.688
ARIK,May,14.471
ARIK,May,15.264
ARIK,May,16.023
ARIK,May,16.762
ARIK,May,17.497
ARIK,May,18.155
ARIK,May,18.583
ARIK,May,18.914
ARIK,May,19.142
ARIK,May,19.197
ARIK,May,19.475
ARIK,May,19.71
ARIK,May,19.935
ARIK,May,20.074
ARIK,May,20.074
ARIK,May,20.009
ARIK,May,19.884
ARIK,May,19.639
ARIK,May,19.326
ARIK,May,18.947
ARIK,May,18.512
ARIK,May,18.138
ARIK,May,17.797
ARIK,May,17.499
ARIK,May,17.255
ARIK,May,17.034
ARIK,May,16.811
ARIK,May,16.57
ARIK,May,16.298
ARIK,May,16.013
ARIK,May,15.774
ARIK,May,15.543
ARIK,May,15.311
ARIK,May,15.116
ARIK,May,14.951
ARIK,May,14.765
ARIK,May,14.55
ARIK,May,14.321
ARIK,May,14.081
ARIK,May,13.843
ARIK,May,13.644
ARIK,May,13.509
ARIK,May,13.456
ARIK,May,13.487
ARIK,May,13.619
ARIK,May,13.943
ARIK,May,14.497
ARIK,May,15.195
ARIK,May,16.005
ARIK,May,16.873
ARIK,May,17.787
ARIK,May,18.724
ARIK,May,19.655
ARIK,May,20.276
ARIK,May,20.769
ARIK,May,21.373
ARIK,May,21.815
ARIK,May,22.122
ARIK,May,22.223
ARIK,May,22.222
ARIK,May,22.05
ARIK,May,21.686
ARIK,May,21.261
ARIK,May,20.856
ARIK,May,20.43
ARIK,May,19.989
ARIK,May,19.534
ARIK,May,19.106
ARIK,May,18.726
ARIK,May,18.392
ARIK,May,18.132
ARIK,May,17.929
ARIK,May,17.747
ARIK,May,17.57
ARIK,May,17.403
ARIK,May,17.261
ARIK,May,17.129
ARIK,May,16.986
ARIK,May,16.803
ARIK,May,16.578
ARIK,May,16.357
ARIK,May,16.162
ARIK,May,15.99
ARIK,May,15.828
ARIK,May,15.655
ARIK,May,15.463
ARIK,May,15.243
ARIK,May,14.988
ARIK,May,14.713
ARIK,May,14.49
ARIK,May,14.371
ARIK,May,14.411
ARIK,May,14.604
ARIK,May,15.004
ARIK,May,15.559
ARIK,May,16.22
ARIK,May,16.975
ARIK,May,17.798
ARIK,May,18.671
ARIK,May,19.546
ARIK,May,20.404
ARIK,May,21.224
ARIK,May,21.99
ARIK,May,22.615
ARIK,May,23.1
ARIK,May,23.477
ARIK,May,23.498
ARIK,May,23.421
ARIK,May,23.038
ARIK,May,22.629
ARIK,May,22.09
ARIK,May,21.627
ARIK,May,21.191
ARIK,May,20.772
ARIK,May,20.378
ARIK,May,19.995
ARIK,May,19.609
ARIK,May,19.221
ARIK,May,18.803
ARIK,May,18.412
ARIK,May,18.045
ARIK,May,17.727
ARIK,May,17.452
ARIK,May,17.191
ARIK,May,16.929
ARIK,May,16.669
ARIK,May,16.392
ARIK,May,16.109
ARIK,May,15.837
ARIK,May,15.561
ARIK,May,15.285
ARIK,May,15.032
ARIK,May,14.792
ARIK,May,14.571
ARIK,May,14.382
ARIK,May,14.191
ARIK,May,13.996
ARIK,May,13.826
ARIK,May,13.733
ARIK,May,13.783
ARIK,May,13.967
ARIK,May,14.345
ARIK,May,14.892
ARIK,May,15.548
ARIK,May,16.311
ARIK,May,17.159
ARIK,May,18.056
ARIK,May,18.964
ARIK,May,19.86
ARIK,May,20.717
ARIK,May,21.534
ARIK,May,22.191
ARIK,May,22.788
ARIK,May,23.159
ARIK,May,23.411
ARIK,May,23.539
ARIK,May,23.547
ARIK,May,23.243
ARIK,May,22.939
ARIK,May,22.599
ARIK,May,22.233
ARIK,May,21.804
ARIK,May,21.338
ARIK,May,20.836
ARIK,May,20.346
ARIK,May,19.904
ARIK,May,19.512
ARIK,May,19.182
ARIK,May,18.873
ARIK,May,18.561
ARIK,May,18.243
ARIK,May,17.925
ARIK,May,17.614
ARIK,May,17.305
ARIK,May,16.975
ARIK,May,16.639
ARIK,May,16.314
ARIK,May,16.019
ARIK,May,15.735
ARIK,May,15.486
ARIK,May,15.282
ARIK,May,15.09
ARIK,May,14.894
ARIK,May,14.688
ARIK,May,14.5
ARIK,May,14.367
ARIK,May,14.335
ARIK,May,14.443
ARIK,May,14.669
ARIK,May,15.07
ARIK,May,15.626
ARIK,May,16.276
ARIK,May,17.026
ARIK,May,17.84
ARIK,May,18.631
ARIK,May,19.523
ARIK,May,20.27
ARIK,May,21.065
ARIK,May,21.847
ARIK,May,22.292
ARIK,May,22.378
ARIK,May,22.639
ARIK,May,22.769
ARIK,May,22.713
ARIK,May,22.612
ARIK,May,22.36
ARIK,May,22.013
ARIK,May,21.621
ARIK,May,21.164
ARIK,May,20.667
ARIK,May,20.107
ARIK,May,19.552
ARIK,May,19.012
ARIK,May,18.529
ARIK,May,18.128
ARIK,May,17.758
ARIK,May,17.398
ARIK,May,17.039
ARIK,May,16.68
ARIK,May,16.356
ARIK,May,16.057
ARIK,May,15.773
ARIK,May,15.497
ARIK,May,15.23
ARIK,May,14.986
ARIK,May,14.78
ARIK,May,14.585
ARIK,May,14.422
ARIK,May,14.292
ARIK,May,14.161
ARIK,May,14.014
ARIK,May,13.878
ARIK,May,13.75
ARIK,May,13.648
ARIK,May,13.604
ARIK,May,13.681
ARIK,May,13.925
ARIK,May,14.343
ARIK,May,14.911
ARIK,May,15.56
ARIK,May,16.278
ARIK,May,17.078
ARIK,May,17.93
ARIK,May,18.788
ARIK,May,19.645
ARIK,May,20.484
ARIK,May,21.274
ARIK,May,21.995
ARIK,May,22.613
ARIK,May,23.097
ARIK,May,23.456
ARIK,May,23.653
ARIK,May,23.731
ARIK,May,23.604
ARIK,May,23.396
ARIK,May,23.113
ARIK,May,22.654
ARIK,May,22.117
ARIK,May,21.529
ARIK,May,20.842
ARIK,May,20.235
ARIK,May,19.642
ARIK,May,19.155
ARIK,May,18.719
ARIK,May,18.334
ARIK,May,18.011
ARIK,May,17.757
ARIK,May,17.587
ARIK,May,17.488
ARIK,May,17.373
ARIK,May,17.249
ARIK,May,17.109
ARIK,May,16.917
ARIK,May,16.742
ARIK,May,16.629
ARIK,May,16.535
ARIK,May,16.438
ARIK,May,16.343
ARIK,May,16.24
ARIK,May,16.118
ARIK,May,16
ARIK,May,15.937
ARIK,May,15.912
ARIK,May,15.92
ARIK,May,15.944
ARIK,May,16.006
ARIK,May,16.215
ARIK,May,16.521
ARIK,May,16.986
ARIK,May,17.435
ARIK,May,17.816
ARIK,May,18.33
ARIK,May,18.995
ARIK,May,19.795
ARIK,May,20.511
ARIK,May,21.167
ARIK,May,21.828
ARIK,May,22.389
ARIK,May,22.87
ARIK,May,23.213
ARIK,May,23.465
ARIK,May,23.567
ARIK,May,23.525
ARIK,May,23.354
ARIK,May,23.031
ARIK,May,22.597
ARIK,May,22.122
ARIK,May,21.61
ARIK,May,21.093
ARIK,May,20.598
ARIK,May,20.144
ARIK,May,19.729
ARIK,May,19.368
ARIK,May,19.057
ARIK,May,18.796
ARIK,May,18.578
ARIK,May,18.438
ARIK,May,18.345
ARIK,May,18.283
ARIK,May,18.191
ARIK,May,18.127
ARIK,May,18.082
ARIK,May,18.049
ARIK,May,18.017
ARIK,May,17.971
ARIK,May,17.887
ARIK,May,17.773
ARIK,May,17.638
ARIK,May,17.504
ARIK,May,17.365
ARIK,May,17.23
ARIK,May,17.097
ARIK,May,16.987
ARIK,May,16.964
ARIK,May,16.974
ARIK,May,16.976
ARIK,May,17.025
ARIK,May,17.115
ARIK,May,17.199
ARIK,May,17.381
ARIK,May,17.57
ARIK,May,17.954
ARIK,May,18.551
ARIK,May,19.284
ARIK,May,20.109
ARIK,May,20.899
ARIK,May,21.608
ARIK,May,22.151
ARIK,May,22.405
ARIK,May,22.464
ARIK,May,22.241
ARIK,May,21.92
ARIK,May,21.434
ARIK,May,20.906
ARIK,May,20.413
ARIK,May,19.977
ARIK,May,19.574
ARIK,May,19.131
ARIK,May,18.691
ARIK,May,18.271
ARIK,May,17.887
ARIK,May,17.656
ARIK,May,17.516
ARIK,May,17.43
ARIK,May,17.364
ARIK,May,17.343
ARIK,May,17.311
ARIK,May,17.214
ARIK,May,17.075
ARIK,May,16.907
ARIK,May,16.705
ARIK,May,16.482
ARIK,May,16.243
ARIK,May,16.011
ARIK,May,15.784
ARIK,May,15.587
ARIK,May,15.408
ARIK,May,15.259
ARIK,May,15.152
ARIK,May,15.089
ARIK,May,15.05
ARIK,May,15.025
ARIK,May,15.022
ARIK,May,15.096
ARIK,May,15.156
ARIK,May,15.231
ARIK,May,15.331
ARIK,May,15.359
ARIK,May,15.316
ARIK,May,15.22
ARIK,May,15.092
ARIK,May,14.999
ARIK,May,14.912
ARIK,May,14.758
ARIK,May,14.584
ARIK,May,14.416
ARIK,May,14.245
ARIK,May,14.071
ARIK,May,13.926
ARIK,May,13.827
ARIK,May,13.768
ARIK,May,13.718
ARIK,May,13.647
ARIK,May,13.571
ARIK,May,13.493
ARIK,May,13.434
ARIK,May,13.374
ARIK,May,13.303
ARIK,May,13.217
ARIK,May,13.129
ARIK,May,13.034
ARIK,May,12.962
ARIK,May,12.896
ARIK,May,12.817
ARIK,May,12.716
ARIK,May,12.602
ARIK,May,12.496
ARIK,May,12.371
ARIK,May,12.236
ARIK,May,12.102
ARIK,May,11.969
ARIK,May,11.828
ARIK,May,11.68
ARIK,May,11.545
ARIK,May,11.466
ARIK,May,11.43
ARIK,May,11.43
ARIK,May,11.425
ARIK,May,11.453
ARIK,May,11.593
ARIK,May,11.852
ARIK,May,12.138
ARIK,May,12.466
ARIK,May,12.94
ARIK,May,13.429
ARIK,May,13.86
ARIK,May,14.2
ARIK,May,14.459
ARIK,May,14.826
ARIK,May,15.52
ARIK,May,15.978
ARIK,May,16.23
ARIK,May,16.45
ARIK,May,16.568
ARIK,May,16.701
ARIK,May,16.743
ARIK,May,16.699
ARIK,May,16.635
ARIK,May,16.554
ARIK,May,16.408
ARIK,May,16.199
ARIK,May,15.976
ARIK,May,15.761
ARIK,May,15.55
ARIK,May,15.309
ARIK,May,15.026
ARIK,May,14.75
ARIK,May,14.507
ARIK,May,14.277
ARIK,May,14.089
ARIK,May,13.906
ARIK,May,13.704
ARIK,May,13.504
ARIK,May,13.326
ARIK,May,13.165
ARIK,May,13.026
ARIK,May,12.921
ARIK,May,12.805
ARIK,May,12.666
ARIK,May,12.544
ARIK,May,12.449
ARIK,May,12.386
ARIK,May,12.353
ARIK,May,12.346
ARIK,May,12.351
ARIK,May,12.416
ARIK,May,12.608
ARIK,May,12.91
ARIK,May,13.212
ARIK,May,13.538
ARIK,May,13.85
ARIK,May,14.21
ARIK,May,14.574
ARIK,May,14.982
ARIK,May,15.292
ARIK,May,15.54
ARIK,May,15.832
ARIK,May,16.125
ARIK,May,16.38
ARIK,May,16.435
ARIK,May,16.456
ARIK,May,16.467
ARIK,May,16.63
ARIK,May,16.81
ARIK,May,16.906
ARIK,May,16.903
ARIK,May,16.836
ARIK,May,16.728
ARIK,May,16.597
ARIK,May,16.464
ARIK,May,16.332
ARIK,May,16.21
ARIK,May,16.094
ARIK,May,15.974
ARIK,May,15.852
ARIK,May,15.721
ARIK,May,15.59
ARIK,May,15.461
ARIK,May,15.334
ARIK,May,15.204
ARIK,May,15.075
ARIK,May,14.95
ARIK,May,14.831
ARIK,May,14.715
ARIK,May,14.612
ARIK,May,14.518
ARIK,May,14.43
ARIK,May,14.347
ARIK,May,14.266
ARIK,May,14.189
ARIK,May,14.116
ARIK,May,14.057
ARIK,May,14.02
ARIK,May,14.017
ARIK,May,14.053
ARIK,May,14.098
ARIK,May,14.168
ARIK,May,14.267
ARIK,May,14.354
ARIK,May,14.462
ARIK,May,14.601
ARIK,May,14.786
ARIK,May,14.944
ARIK,May,15.163
ARIK,May,15.364
ARIK,May,15.582
ARIK,May,15.864
ARIK,May,16.061
ARIK,May,16.129
ARIK,May,16.097
ARIK,May,16.098
ARIK,May,16.127
ARIK,May,16.143
ARIK,May,16.16
ARIK,May,16.144
ARIK,May,16.063
ARIK,May,15.942
ARIK,May,15.788
ARIK,May,15.615
ARIK,May,15.45
ARIK,May,15.297
ARIK,May,15.152
ARIK,May,15.011
ARIK,May,14.866
ARIK,May,14.718
ARIK,May,14.576
ARIK,May,14.446
ARIK,May,14.31
ARIK,May,14.169
ARIK,May,14.033
ARIK,May,13.903
ARIK,May,13.791
ARIK,May,13.68
ARIK,May,13.565
ARIK,May,13.45
ARIK,May,13.336
ARIK,May,13.239
ARIK,May,13.156
ARIK,May,13.086
ARIK,May,13.035
ARIK,May,13.014
ARIK,May,13.006
ARIK,May,13.018
ARIK,May,13.088
ARIK,May,13.19
ARIK,May,13.331
ARIK,May,13.482
ARIK,May,13.594
ARIK,May,13.732
ARIK,May,13.838
ARIK,May,14.066
ARIK,May,14.22
ARIK,May,14.475
ARIK,May,14.9
ARIK,May,15.242
ARIK,May,15.387
ARIK,May,15.507
ARIK,May,15.505
ARIK,May,15.568
ARIK,May,15.682
ARIK,May,15.767
ARIK,May,15.835
ARIK,May,15.869
ARIK,May,15.872
ARIK,May,15.823
ARIK,May,15.7
ARIK,May,15.509
ARIK,May,15.276
ARIK,May,15.038
ARIK,May,14.823
ARIK,May,14.631
ARIK,May,14.452
ARIK,May,14.268
ARIK,May,14.075
ARIK,May,13.873
ARIK,May,13.659
ARIK,May,13.438
ARIK,May,13.216
ARIK,May,12.991
ARIK,May,12.776
ARIK,May,12.571
ARIK,May,12.372
ARIK,May,12.178
ARIK,May,11.986
ARIK,May,11.807
ARIK,May,11.64
ARIK,May,11.495
ARIK,May,11.394
ARIK,May,11.394
ARIK,May,11.526
ARIK,May,11.804
ARIK,May,12.231
ARIK,May,12.781
ARIK,May,13.399
ARIK,May,14.082
ARIK,May,14.833
ARIK,May,15.646
ARIK,May,16.501
ARIK,May,17.38
ARIK,May,18.258
ARIK,May,19.112
ARIK,May,19.92
ARIK,May,20.655
ARIK,May,21.322
ARIK,May,21.898
ARIK,May,22.109
ARIK,May,22.08
ARIK,May,21.862
ARIK,May,21.521
ARIK,May,21.418
ARIK,May,21.334
ARIK,May,21.305
ARIK,May,21.271
ARIK,May,21.154
ARIK,May,20.94
ARIK,May,20.662
ARIK,May,20.348
ARIK,May,20.038
ARIK,May,19.731
ARIK,May,19.42
ARIK,May,19.108
ARIK,May,18.806
ARIK,May,18.506
ARIK,May,18.205
ARIK,May,17.891
ARIK,May,17.563
ARIK,May,17.237
ARIK,May,16.92
ARIK,May,16.621
ARIK,May,16.343
ARIK,May,16.092
ARIK,May,15.856
ARIK,May,15.617
ARIK,May,15.378
ARIK,May,15.145
ARIK,May,14.961
ARIK,May,14.873
ARIK,May,14.918
ARIK,May,15.11
ARIK,May,15.461
ARIK,May,15.949
ARIK,May,16.516
ARIK,May,17.141
ARIK,May,17.817
ARIK,May,18.538
ARIK,May,19.298
ARIK,May,20.082
ARIK,May,20.714
ARIK,May,21.385
ARIK,May,22.133
ARIK,May,22.861
ARIK,May,23.499
ARIK,May,24.02
ARIK,May,24.407
ARIK,May,24.513
ARIK,May,24.397
ARIK,May,24.337
ARIK,May,24.274
ARIK,May,24.165
ARIK,May,24.011
ARIK,May,23.843
ARIK,May,23.618
ARIK,May,23.291
ARIK,May,22.936
ARIK,May,22.587
ARIK,May,22.251
ARIK,May,21.773
ARIK,May,21.308
ARIK,May,20.953
ARIK,May,20.62
ARIK,May,20.379
ARIK,May,20.156
ARIK,May,19.887
ARIK,May,19.623
ARIK,May,19.324
ARIK,May,18.993
ARIK,May,18.68
ARIK,May,18.41
ARIK,May,18.18
ARIK,May,17.964
ARIK,May,17.742
ARIK,May,17.536
ARIK,May,17.352
ARIK,May,17.182
ARIK,May,17.028
ARIK,May,16.907
ARIK,May,16.835
ARIK,May,16.838
ARIK,May,17.012
ARIK,May,17.275
ARIK,May,17.688
ARIK,May,18.012
ARIK,May,18.346
ARIK,May,18.811
ARIK,May,19.329
ARIK,May,19.88
ARIK,May,20.414
ARIK,May,20.772
ARIK,May,20.922
ARIK,May,21.085
ARIK,May,21.1
ARIK,May,21.022
ARIK,May,20.918
ARIK,May,20.786
ARIK,May,20.651
ARIK,May,20.534
ARIK,May,20.406
ARIK,May,20.036
ARIK,May,19.601
ARIK,May,19.144
ARIK,May,18.756
ARIK,May,18.474
ARIK,May,18.237
ARIK,May,18.028
ARIK,May,17.834
ARIK,May,17.617
ARIK,May,17.378
ARIK,May,17.139
ARIK,May,16.939
ARIK,May,16.784
ARIK,May,16.657
ARIK,May,16.531
ARIK,May,16.4
ARIK,May,16.263
ARIK,May,16.129
ARIK,May,16.007
ARIK,May,15.889
ARIK,May,15.776
ARIK,May,15.664
ARIK,May,15.541
ARIK,May,15.408
ARIK,May,15.275
ARIK,May,15.16
ARIK,May,15.05
ARIK,May,14.954
ARIK,May,14.896
ARIK,May,14.876
ARIK,May,14.925
ARIK,May,15.027
ARIK,May,15.179
ARIK,May,15.576
ARIK,May,16.114
ARIK,May,16.778
ARIK,May,17.396
ARIK,May,17.836
ARIK,May,18.355
ARIK,May,18.743
ARIK,May,19.161
ARIK,May,19.557
ARIK,May,19.91
ARIK,May,20.116
ARIK,May,20.162
ARIK,May,20.138
ARIK,May,20.076
ARIK,May,19.982
ARIK,May,19.857
ARIK,May,19.703
ARIK,May,19.499
ARIK,May,19.235
ARIK,May,18.928
ARIK,May,18.598
ARIK,May,18.258
ARIK,May,17.917
ARIK,May,17.583
ARIK,May,17.254
ARIK,May,16.932
ARIK,May,16.615
ARIK,May,16.302
ARIK,May,15.994
ARIK,May,15.697
ARIK,May,15.408
ARIK,May,15.118
ARIK,May,14.838
ARIK,May,14.569
ARIK,May,14.306
ARIK,May,14.051
ARIK,May,13.809
ARIK,May,13.567
ARIK,May,13.348
ARIK,May,13.184
ARIK,May,13.115
ARIK,May,13.15
ARIK,May,13.296
ARIK,May,13.54
ARIK,May,13.897
ARIK,May,14.328
ARIK,May,14.838
ARIK,May,15.426
ARIK,May,16.059
ARIK,May,16.689
ARIK,May,17.288
ARIK,May,17.757
ARIK,May,18.142
ARIK,May,18.609
ARIK,May,18.849
ARIK,May,19.029
ARIK,May,19.225
ARIK,May,19.577
ARIK,May,19.921
ARIK,May,20.199
ARIK,May,20.434
ARIK,May,20.516
ARIK,May,20.479
ARIK,May,20.358
ARIK,May,20.208
ARIK,May,20.028
ARIK,May,19.823
ARIK,May,19.615
ARIK,May,19.401
ARIK,May,19.189
ARIK,May,18.981
ARIK,May,18.757
ARIK,May,18.514
ARIK,May,18.263
ARIK,May,18.024
ARIK,May,17.788
ARIK,May,17.553
ARIK,May,17.325
ARIK,May,17.093
ARIK,May,16.869
ARIK,May,16.661
ARIK,May,16.459
ARIK,May,16.257
ARIK,May,16.042
ARIK,May,15.819
ARIK,May,15.593
ARIK,May,15.376
ARIK,May,15.205
ARIK,May,15.118
ARIK,May,15.147
ARIK,May,15.296
ARIK,May,15.58
ARIK,May,15.978
ARIK,May,16.402
ARIK,May,16.864
ARIK,May,17.385
ARIK,May,18.003
ARIK,May,18.665
ARIK,May,19.359
ARIK,May,20.068
ARIK,May,20.763
ARIK,May,21.352
ARIK,May,21.992
ARIK,May,22.373
ARIK,May,22.724
ARIK,May,22.979
ARIK,May,23.055
ARIK,May,23.084
ARIK,May,23.117
ARIK,May,23.085
ARIK,May,23.005
ARIK,May,22.902
ARIK,May,22.782
ARIK,May,22.607
ARIK,May,22.365
ARIK,May,22.08
ARIK,May,21.774
ARIK,May,21.457
ARIK,May,21.145
ARIK,May,20.865
ARIK,May,20.613
ARIK,May,20.364
ARIK,May,20.132
ARIK,May,19.908
ARIK,May,19.666
ARIK,May,19.392
ARIK,May,19.124
ARIK,May,18.854
ARIK,May,18.583
ARIK,May,18.312
ARIK,May,18.046
ARIK,May,17.783
ARIK,May,17.528
ARIK,May,17.288
ARIK,May,17.075
ARIK,May,16.907
ARIK,May,16.818
ARIK,May,16.83
ARIK,May,16.933
ARIK,May,17.174
ARIK,May,17.539
ARIK,May,17.973
ARIK,May,18.487
ARIK,May,19.061
ARIK,May,19.666
ARIK,May,20.25
ARIK,May,20.826
ARIK,May,21.357
ARIK,May,21.847
ARIK,May,22.345
ARIK,May,22.741
ARIK,May,23.12
ARIK,May,23.433
ARIK,May,23.627
ARIK,May,23.776
ARIK,May,23.826
ARIK,May,23.756
ARIK,May,23.621
ARIK,May,23.417
ARIK,May,23.17
ARIK,May,22.908
ARIK,May,22.634
ARIK,May,22.356
ARIK,May,22.074
ARIK,May,21.811
ARIK,May,21.554
ARIK,May,21.304
ARIK,May,21.065
ARIK,May,20.83
ARIK,May,20.578
ARIK,May,20.305
ARIK,May,20.037
ARIK,May,19.788
ARIK,May,19.542
ARIK,May,19.291
ARIK,May,19.037
ARIK,May,18.809
ARIK,May,18.61
ARIK,May,18.418
ARIK,May,18.197
ARIK,May,17.956
ARIK,May,17.696
ARIK,May,17.455
ARIK,May,17.274
ARIK,May,17.175
ARIK,May,17.177
ARIK,May,17.286
ARIK,May,17.495
ARIK,May,17.774
ARIK,May,18.052
ARIK,May,18.352
ARIK,May,18.713
ARIK,May,19.185
ARIK,May,19.726
ARIK,May,20.286
ARIK,May,20.85
ARIK,May,21.404
ARIK,May,21.973
ARIK,May,22.498
ARIK,May,22.91
ARIK,May,23.256
ARIK,May,23.477
ARIK,May,23.605
ARIK,May,23.642
ARIK,May,23.575
ARIK,May,23.432
ARIK,May,23.231
ARIK,May,22.983
ARIK,May,22.706
ARIK,May,22.413
ARIK,May,22.118
ARIK,May,21.827
ARIK,May,21.546
ARIK,May,21.273
ARIK,May,20.997
ARIK,May,20.705
ARIK,May,20.421
ARIK,May,20.165
ARIK,May,19.937
ARIK,May,19.729
ARIK,May,19.511
ARIK,May,19.27
ARIK,May,19.043
ARIK,May,18.849
ARIK,May,18.671
ARIK,May,18.516
ARIK,May,18.412
ARIK,May,18.339
ARIK,May,18.269
ARIK,May,18.192
ARIK,May,18.11
ARIK,May,18.023
ARIK,May,17.949
ARIK,May,17.887
ARIK,May,17.881
ARIK,May,17.974
ARIK,May,18.116
ARIK,May,18.405
ARIK,May,18.825
ARIK,May,19.298
ARIK,May,19.739
ARIK,May,20.285
ARIK,May,20.641
ARIK,May,20.906
ARIK,May,21.383
ARIK,May,21.865
ARIK,May,22.265
ARIK,May,22.645
ARIK,May,22.995
ARIK,May,23.235
ARIK,May,23.418
ARIK,May,23.445
ARIK,May,23.333
ARIK,May,23.117
ARIK,May,22.726
ARIK,May,22.229
ARIK,May,21.801
ARIK,May,21.48
ARIK,May,21.228
ARIK,May,21.081
ARIK,May,21.009
ARIK,May,20.944
ARIK,May,20.853
ARIK,May,20.73
ARIK,May,20.55
ARIK,May,20.335
ARIK,May,20.115
ARIK,May,19.884
ARIK,May,19.652
ARIK,May,19.418
ARIK,May,19.191
ARIK,May,18.974
ARIK,May,18.781
ARIK,May,18.605
ARIK,May,18.435
ARIK,May,18.265
ARIK,May,18.094
ARIK,May,17.926
ARIK,May,17.781
ARIK,May,17.683
ARIK,May,17.639
ARIK,May,17.658
ARIK,May,17.72
ARIK,May,17.913
ARIK,May,18.267
ARIK,May,18.637
ARIK,May,19.165
ARIK,May,19.791
ARIK,May,20.434
ARIK,May,20.98
ARIK,May,21.483
ARIK,May,21.912
ARIK,May,22.366
ARIK,May,22.86
ARIK,May,23.259
ARIK,May,23.622
ARIK,May,23.881
ARIK,May,24.142
ARIK,May,24.295
ARIK,May,24.324
ARIK,May,24.155
ARIK,May,23.941
ARIK,May,23.683
ARIK,May,23.415
ARIK,May,23.123
ARIK,May,22.845
ARIK,May,22.6
ARIK,May,22.362
ARIK,May,22.154
ARIK,May,21.952
ARIK,May,21.759
ARIK,May,21.581
ARIK,May,21.416
ARIK,May,21.248
ARIK,May,21.058
ARIK,May,20.888
ARIK,May,20.717
ARIK,May,20.532
ARIK,May,20.341
ARIK,May,20.161
ARIK,May,19.99
ARIK,May,19.79
ARIK,May,19.591
ARIK,May,19.42
ARIK,May,19.253
ARIK,May,19.099
ARIK,May,18.936
ARIK,May,18.78
ARIK,May,18.674
ARIK,May,18.617
ARIK,May,18.636
ARIK,May,18.735
ARIK,May,18.995
ARIK,May,19.448
ARIK,May,19.96
ARIK,May,20.498
ARIK,May,21.053
ARIK,May,21.526
ARIK,May,21.975
ARIK,May,22.512
ARIK,May,23.06
ARIK,May,23.59
ARIK,May,24.049
